Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,,,KNB.AX
effectOfAccountingCharges,,,,KNB.AX
incomeBeforeTax,-1031858,-247108,-213000,KNB.AX
minorityInterest,,,,KNB.AX
netIncome,-1031858,-247108,-213000,KNB.AX
sellingGeneralAdministrative,136919,56365,45000,KNB.AX
grossProfit,0,0,0,KNB.AX
ebit,-887986,-227857,-213000,KNB.AX
operatingIncome,-887986,-227857,-213000,KNB.AX
otherOperatingExpenses,733435,33917,22000,KNB.AX
interestExpense,-140783,-140783,-140783,KNB.AX
extraordinaryItems,,,,KNB.AX
nonRecurring,,,,KNB.AX
otherItems,,,,KNB.AX
incomeTaxExpense,0,0,0,KNB.AX
totalRevenue,0,0,0,KNB.AX
totalOperatingExpenses,887986,227857,213000,KNB.AX
costOfRevenue,0,0,0,KNB.AX
totalOtherIncomeExpenseNet,-143872,-19251,0,KNB.AX
discontinuedOperations,,,,KNB.AX
netIncomeFromContinuingOps,-1031858,-247108,-213000,KNB.AX
netIncomeApplicableToCommonShares,-1031858,-247108,-213000,KNB.AX
