Breakdown,Value,ticker
zip,0801,ERA.AX
sector,Energy,ERA.AX
fullTimeEmployees,317,ERA.AX
longBusinessSummary,"Energy Resources of Australia Ltd operates as a uranium producer. It holds a 100% interest in the Jabiluka mineral lease. The company was founded in 1980 and is headquartered in Darwin, Australia. Energy Resources of Australia Ltd is a subsidiary of North Limited.",ERA.AX
city,Darwin,ERA.AX
phone,61 8 8924 3500,ERA.AX
state,NT,ERA.AX
country,Australia,ERA.AX
website,https://www.energyres.com.au,ERA.AX
maxAge,86400,ERA.AX
address1,Energy House,ERA.AX
fax,61 8 8924 3555,ERA.AX
industry,Uranium,ERA.AX
address2,Level 3 18-20 Cavenagh Street GPO Box 2394,ERA.AX
