,0,1,ticker
0,Market Cap (intraday),15.93M,ATP.AX
1,Enterprise Value,17.43M,ATP.AX
2,Trailing P/E,2.37,ATP.AX
3,Forward P/E,,ATP.AX
4,PEG Ratio (5 yr expected),,ATP.AX
5,Price/Sales (ttm),0.87,ATP.AX
6,Price/Book (mrq),0.86,ATP.AX
7,Enterprise Value/Revenue,0.95,ATP.AX
8,Enterprise Value/EBITDA,1.94,ATP.AX
