Breakdown,Value,ticker
zip,5031,KTG.AX
sector,Industrials,KTG.AX
longBusinessSummary,"K-TIG Limited, a technology company, develops and manufactures welding technology in Australia, the United Kingdom, Singapore, Malaysia, the United States, and internationally. The company's technology offers precision process for various applications and suits to corrosion resistant materials comprising stainless steel, nickel alloys, titanium alloys, as well as carbon steels and exotic materials. Its technology handles longitudinal and circumferential welds on pipes, spooling, vessels, tanks, and other materials in a single pass. The company serves vessel, tank, tube and pipe, oil and gas, nuclear, water treatment, defense, and other industries. K-TIG Limited was incorporated in 2012 is based in Adelaide, Australia.",KTG.AX
city,Adelaide,KTG.AX
phone,61 8 7234 6800,KTG.AX
state,SA,KTG.AX
compensationAsOfEpochDate,1640908800,KTG.AX
country,Australia,KTG.AX
website,https://www.k-tig.com,KTG.AX
maxAge,86400,KTG.AX
address1,Building 5,KTG.AX
industry,Specialty Industrial Machinery,KTG.AX
address2,9 William Street Mile End,KTG.AX
