Breakdown,Value,ticker
zip,2000,VIG.AX
sector,Technology,VIG.AX
longBusinessSummary,"Victor Group Holdings Limited, together with its subsidiaries, provides infrastructure as a service, software as a service, and platform as a service solution in the People's Republic of China and Australia. It also operates cloud-based platform for education and remote office application services, as well as offers cloud-based e-learning solutions to educational institutions, students, and parents. Victor Group Holdings Limited was founded in 2003 and is headquartered in Sydney, Australia.",VIG.AX
city,Sydney,VIG.AX
phone,61 2 8226 8786,VIG.AX
state,NSW,VIG.AX
compensationAsOfEpochDate,1640908800,VIG.AX
country,Australia,VIG.AX
website,https://www.sinovictor.com,VIG.AX
maxAge,86400,VIG.AX
address1,1 Bligh Street,VIG.AX
fax,61 2 8226 8899,VIG.AX
industry,Software—Application,VIG.AX
address2,Level 26,VIG.AX
