Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
investments,638914,638914,638914,638914,OEX.AX
changeToLiabilities,986820,384355,-82065,-480924,OEX.AX
totalCashflowsFromInvestingActivities,501200,-123786,-1577,13139,OEX.AX
netBorrowings,-806958,267781,580000,580000,OEX.AX
totalCashFromFinancingActivities,4990419,2776361,2953020,1095731,OEX.AX
changeToOperatingActivities,-991895,424517,-167113,58177,OEX.AX
issuanceOfStock,6017358,2695288,2521416,1143146,OEX.AX
netIncome,-614345,-5841096,-3118121,-4230977,OEX.AX
changeInCash,4136951,-184154,-17537,-2840058,OEX.AX
effectOfExchangeRate,39372,932,-6417,4843,OEX.AX
totalCashFromOperatingActivities,-1394040,-2837661,-2962563,-3953771,OEX.AX
depreciation,335962,26885,34694,46265,OEX.AX
changeToInventory,33213,991935,161936,-115135,OEX.AX
changeToAccountReceivables,260288,-114927,-45269,-570406,OEX.AX
otherCashflowsFromFinancingActivities,-219981,-186708,-148396,-47415,OEX.AX
changeToNetincome,-1404083,1290670,253375,1339229,OEX.AX
capitalExpenditures,-56717,-74203,-2149,-2149,OEX.AX
