Breakdown,Value,ticker
zip,2000,AYI.AX
sector,Financial Services,AYI.AX
longBusinessSummary,"A1 Investments & Resources Ltd operates as an investment company focusing on projects in Australia and Japan. It operates in two segments, General Investment; and Food Products and Supplements. The General Investment segment operates a portfolio of diversified investments. The Food Products and Supplements segment engages in the sale of dried seafood products and supplements. The company was formerly known as Jinji Resources Pty Ltd and changed its name to A1 Investments & Resources Ltd as a result of merger with China Century Capital Limited in 2011. A1 Investments & Resources Ltd was incorporated in 2004 and is headquartered in Sydney, Australia.",AYI.AX
city,Sydney,AYI.AX
phone,61 2 9914 6888,AYI.AX
state,NSW,AYI.AX
compensationAsOfEpochDate,1640908800,AYI.AX
country,Australia,AYI.AX
website,https://www.a1investments.com.au,AYI.AX
maxAge,86400,AYI.AX
address1,37 Bligh Street,AYI.AX
fax,61 2 9232 8883,AYI.AX
industry,Asset Management,AYI.AX
address2,Suite 606,AYI.AX
