,0,1,ticker
0,Market Cap (intraday),11.37M,YOW.AX
1,Enterprise Value,-421.66k,YOW.AX
2,Trailing P/E,9.05,YOW.AX
3,Forward P/E,,YOW.AX
4,PEG Ratio (5 yr expected),,YOW.AX
5,Price/Sales (ttm),0.64,YOW.AX
6,Price/Book (mrq),0.95,YOW.AX
7,Enterprise Value/Revenue,-0.03,YOW.AX
8,Enterprise Value/EBITDA,14.20,YOW.AX
