,0,1,ticker
0,Market Cap (intraday),2.16B,IRE.AX
1,Enterprise Value,2.44B,IRE.AX
2,Trailing P/E,29.64,IRE.AX
3,Forward P/E,26.11,IRE.AX
4,PEG Ratio (5 yr expected),,IRE.AX
5,Price/Sales (ttm),3.89,IRE.AX
6,Price/Book (mrq),3.76,IRE.AX
7,Enterprise Value/Revenue,4.34,IRE.AX
8,Enterprise Value/EBITDA,17.19,IRE.AX
