Breakdown,Value,ticker
zip,3000,LFG.AX
sector,Financial Services,LFG.AX
fullTimeEmployees,490,LFG.AX
longBusinessSummary,"Liberty Financial Group Limited engages in the financial services business in Australia and New Zealand. It operates in three segments: Residential Finance, Secured Finance, and Financial Services. The company offers residential and commercial mortgages; motor loans; unsecured and secured personal loans; secured and unsecured loans to small and medium enterprises; and self-managed superannuation loans. It also offers mortgage broking services; life and general insurance solutions; and specialty lending, finance, receivables, consumer insurance, underwriting, real estate, and fund management services. The company was founded in 1997 and is based in Melbourne, Australia. Liberty Financial Group Limited is a subsidiary of Vesta Funding BV.",LFG.AX
city,Melbourne,LFG.AX
phone,61 3 8635 8888,LFG.AX
state,VIC,LFG.AX
country,Australia,LFG.AX
website,https://www.liberty.com.au,LFG.AX
maxAge,86400,LFG.AX
address1,535 Bourke Street,LFG.AX
industry,Credit Services,LFG.AX
address2,Level 16,LFG.AX
