,0,1,ticker
0,Market Cap (intraday),90.94M,KIN.AX
1,Enterprise Value,89.28M,KIN.AX
2,Trailing P/E,,KIN.AX
3,Forward P/E,,KIN.AX
4,PEG Ratio (5 yr expected),,KIN.AX
5,Price/Sales (ttm),,KIN.AX
6,Price/Book (mrq),6.13,KIN.AX
7,Enterprise Value/Revenue,,KIN.AX
8,Enterprise Value/EBITDA,-5.84,KIN.AX
