Breakdown,Value,ticker
zip,6017,KIN.AX
sector,Basic Materials,KIN.AX
longBusinessSummary,"Kin Mining NL engages in the development and exploration of gold and base metal properties in Australia. Its flagship project is the Cardinia Gold Project, which covers an area of approximately 285 square kilometers comprises 139 tenements located in the North-Eastern Goldfields region of Western Australia. The company holds 100% interest in nine project areas comprising Cardinia, Raeside, Randwick, Mt Flora, Murrin Murrin, Redcastle, Desdemona, Iron King Group, and Mt Fouracre. Kin Mining NL was incorporated in 2011 and is based in Osborne Park, Australia.",KIN.AX
city,Osborne Park,KIN.AX
phone,61 8 9242 2227,KIN.AX
state,WA,KIN.AX
compensationAsOfEpochDate,1640908800,KIN.AX
country,Australia,KIN.AX
website,https://www.kinmining.com.au,KIN.AX
maxAge,86400,KIN.AX
address1,342 Scarborough Beach Road,KIN.AX
industry,Gold,KIN.AX
address2,First Floor,KIN.AX
