Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,2019-06-30 00:00:00,ticker
changeToLiabilities,4591,-974,5313,PNT.AX
totalCashflowsFromInvestingActivities,549738,-121040,-82658,PNT.AX
netIncome,-71710,-33278,-6391,PNT.AX
changeInCash,418268,-136476,-83736,PNT.AX
totalCashFromOperatingActivities,-131470,-15436,-1078,PNT.AX
otherCashflowsFromInvestingActivities,777141,-116486,-81647,PNT.AX
changeToAccountReceivables,-71317,1460,1460,PNT.AX
changeToNetincome,6966,17356,17356,PNT.AX
capitalExpenditures,-227403,-4554,-1011,PNT.AX
