Breakdown,Value,ticker
zip,2060,NEC.AX
sector,Communication Services,NEC.AX
compensationRisk,4,NEC.AX
auditRisk,8,NEC.AX
longBusinessSummary,"Nine Entertainment Co. Holdings Limited engages in the broadcasting and program production businesses across free to air television, video on demand, and metropolitan radio networks in Australia. It operates through Broadcasting, Digital and Publishing, Domain Group, and Stan segments. The company provides television services under the brands, including Channel 9, 9Gem, 9Go!, 9Life, and 9Rush; video on demand platform under 9Now brand; radio stations under 2GB, 3AW, 4BC, 6PR, 2UE, 4BH, 6GT, Magic1278 brands; and publishes newspapers, news-inserted magazines, and events, as well as nine.com.au, a site of news, lifestyle, sport, and entertainment content. It offers mastheads under The Sydney Morning Herald, The Age, and The Australian Financial Review brands. The company also provides real estate media and technology services. Nine Entertainment Co. Holdings Limited was founded in 1956 and is headquartered in North Sydney, Australia.",NEC.AX
city,North Sydney,NEC.AX
phone,61 2 9906 9999,NEC.AX
state,NSW,NEC.AX
shareHolderRightsRisk,7,NEC.AX
compensationAsOfEpochDate,1640908800,NEC.AX
governanceEpochDate,1632614400,NEC.AX
boardRisk,2,NEC.AX
country,Australia,NEC.AX
website,https://www.nineforbrands.com.au,NEC.AX
maxAge,86400,NEC.AX
overallRisk,4,NEC.AX
address1,1 Denison Street,NEC.AX
fax,61 2 9965 2215,NEC.AX
industry,Broadcasting,NEC.AX
address2,Level 9,NEC.AX
