Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,,,TGF.AX
effectOfAccountingCharges,,,,TGF.AX
incomeBeforeTax,74337852,-65705753,-3987236,TGF.AX
minorityInterest,,,,TGF.AX
netIncome,52227774,-45665716,-2890746,TGF.AX
sellingGeneralAdministrative,3198059,2351716,2192551,TGF.AX
grossProfit,80160256,-59907369,-4595505,TGF.AX
ebit,76479995,-62632514,-2071194,TGF.AX
operatingIncome,76479995,-62632514,-2071194,TGF.AX
otherOperatingExpenses,482202,373429,-4716863,TGF.AX
interestExpense,-585996,-1377717,-649073,TGF.AX
extraordinaryItems,,,,TGF.AX
nonRecurring,,,,TGF.AX
otherItems,,,,TGF.AX
incomeTaxExpense,22110078,-20040037,-1096490,TGF.AX
totalRevenue,80160256,-59907369,-4595505,TGF.AX
totalOperatingExpenses,3680261,2725145,-2524311,TGF.AX
costOfRevenue,0,0,0,TGF.AX
totalOtherIncomeExpenseNet,-2142143,-3073239,-1916042,TGF.AX
discontinuedOperations,,,,TGF.AX
netIncomeFromContinuingOps,52227774,-45665716,-2890746,TGF.AX
netIncomeApplicableToCommonShares,52227774,-45665716,-2890746,TGF.AX
