Breakdown,Value,ticker
zip,2000,RMC.AX
sector,Financial Services,RMC.AX
longBusinessSummary,"Resimac Group Limited, a non-bank financial institution, provides residential mortgage and asset finance lending solutions in Australia and New Zealand. The company operates through Australian Lending Business and New Zealand Lending Business segments. It offers prime and specialist lending products; SME/commercial finance products; and home and car loans. The company also provides mortgage originator, trustee, lender, manager, and broker services; and LMI captive insurer and record lending services. In addition, it acts as a trust manager and servicer, and special purpose vehicle; and acts as an issuer of residential mortgage backed securities (RMBS). Further, the company offers warehouse mortgages; and financial management services. Resimac Group Ltd provides its products and services through brokers and white-label partners, as well as direct-to-customer consumer channel primarily under the Resimac and State Custodians brands. The company was formerly known as Homeloans Limited and changed its name to Resimac Group Resimac Group Limited in December 2018. Resimac Group Limited was founded in 1985 and is based in Sydney, Australia. Resimac Group Limited operates as a subsidiary of Somers Limited.",RMC.AX
city,Sydney,RMC.AX
phone,61 2 8267 2000,RMC.AX
state,NSW,RMC.AX
compensationAsOfEpochDate,1640908800,RMC.AX
country,Australia,RMC.AX
website,https://www.resimac.com.au,RMC.AX
maxAge,86400,RMC.AX
address1,45 Clarence Street,RMC.AX
fax,61 2 9248 2304,RMC.AX
industry,Mortgage Finance,RMC.AX
address2,Level 9,RMC.AX
