Breakdown,Value,ticker
zip,2911,VVA.AX
sector,Consumer Cyclical,VVA.AX
longBusinessSummary,"Viva Leisure Limited operates health clubs with the health and leisure industry. As of October 12, 2021, it operated approximately 122 health clubs under the Club Lime brand name within the Australian Capital Territory, New South Wales, Queensland, and Victoria, Australia; and 200 franchised health clubs under the Plus Fitness brand in Australia, New Zealand, and India. The company was founded in 2004 and is based in Mitchell, Australia.",VVA.AX
city,Mitchell,VVA.AX
phone,61 2 6163 8011,VVA.AX
state,ACT,VVA.AX
compensationAsOfEpochDate,1640908800,VVA.AX
country,Australia,VVA.AX
website,https://investors.vivaleisure.com.au,VVA.AX
maxAge,86400,VVA.AX
address1,Unit 7,VVA.AX
fax,61 2 6163 4088,VVA.AX
industry,Leisure,VVA.AX
address2,First Floor 141 Flemington Road,VVA.AX
