Breakdown,Value,ticker
zip,6005,STN.AX
sector,Basic Materials,STN.AX
longBusinessSummary,"Saturn Metals Limited engages in the exploration for precious metals in Australia. The company explores for gold and diamond deposits. Its flagship project is the Apollo Hill project comprising 31 prospective gold exploration and prospective licenses covering an area of approximately 1,600 square kilometers located in Western Australia. The company was incorporated in 2017 and is based in West Perth, Australia.",STN.AX
city,West Perth,STN.AX
phone,61 8 6234 1114,STN.AX
state,WA,STN.AX
compensationAsOfEpochDate,1640908800,STN.AX
country,Australia,STN.AX
website,https://www.saturnmetals.com.au,STN.AX
maxAge,86400,STN.AX
address1,9 Havelock Street,STN.AX
industry,Gold,STN.AX
