Breakdown,Value,ticker
zip,6008,C1X.AX
sector,Basic Materials,C1X.AX
longBusinessSummary,"Cosmos Exploration Ltd, a mineral exploration company, engages in the acquisition, exploration, and development of mineral resource projects in Australia. The company primarily focuses to explore for gold, nickel, copper, and platinum group elements deposits. It intends to own interests in the Byro East project covering an area of 1,600 square kilometers located to the south east of the township of Carnarvon in the Gascoyne region; and Orange East project totaling an area of 40 square kilometers located in New South Wales. The company was incorporated in 2021 and is headquartered in Subiaco, Australia. Cosmos Exploration Ltd is a subsidiary of RareX Limited.",C1X.AX
city,Subiaco,C1X.AX
phone,61 8 6143 6720,C1X.AX
state,WA,C1X.AX
country,Australia,C1X.AX
website,https://www.cosmosx.com.au,C1X.AX
maxAge,86400,C1X.AX
address1,94 Rokeby Road,C1X.AX
industry,Other Precious Metals & Mining,C1X.AX
address2,Unit 6,C1X.AX
