Breakdown,Value,ticker
zip,2000,ATA.AX
sector,Technology,ATA.AX
fullTimeEmployees,500,ATA.AX
longBusinessSummary,"Atturra Limited provides information technology (IT) consulting services to various public and private sector organizations. It offers advisory and consulting, business application, data and integration, cloud, change management and adoption, management control solution, and industry engagement services. The company operates in the IT services market, including data and integration, business application, consulting/advisory, cloud, support and maintenance, training, and managed services. Its principal target markets include local councils, federal government, and utilities, as well as the defense, wealth management and superannuation, and higher education sectors. The company was founded in 2015 and is headquartered in Sydney, Australia.",ATA.AX
city,Sydney,ATA.AX
phone,61 2 9657 0999,ATA.AX
state,NSW,ATA.AX
country,Australia,ATA.AX
website,https://atturra.com/au,ATA.AX
maxAge,86400,ATA.AX
address1,10 Bond Street,ATA.AX
industry,Information Technology Services,ATA.AX
address2,Level 2,ATA.AX
