Breakdown,Value,ticker
zip,6000,NKL.AX
sector,Basic Materials,NKL.AX
longBusinessSummary,"NickelX Limited, a mining exploration company, focuses on exploring nickel and gold deposits in Western Australia. The company was incorporated in 2019 and is based in Perth, Australia.",NKL.AX
city,Perth,NKL.AX
phone,61 8 9322 7600,NKL.AX
state,WA,NKL.AX
compensationAsOfEpochDate,1640908800,NKL.AX
country,Australia,NKL.AX
website,https://nickelxlimited.com,NKL.AX
maxAge,86400,NKL.AX
address1,The Read Buildings,NKL.AX
industry,Other Industrial Metals & Mining,NKL.AX
address2,Level 3 16 Milligan Street,NKL.AX
