Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,2018-12-31 00:00:00,2017-12-31 00:00:00,ticker
changeToLiabilities,-573746,360259,-605065,3564848,FAR.AX
totalCashflowsFromInvestingActivities,-71671439,-16037977,-1629214,-34844794,FAR.AX
netBorrowings,-398353,-324988,-324988,-324988,FAR.AX
totalCashFromFinancingActivities,100401916,29731205,29731205,76587542,FAR.AX
changeToOperatingActivities,61609,50132,-157845,193921,FAR.AX
issuanceOfStock,107545810,31506577,31506577,80000000,FAR.AX
netIncome,-75694730,-21144093,-11621926,-42779180,FAR.AX
changeInCash,12180919,-5787520,-19422600,2948617,FAR.AX
effectOfExchangeRate,968413,-202265,-147538,-3531991,FAR.AX
totalCashFromOperatingActivities,-17517971,-19278482,-17645848,-35262140,FAR.AX
depreciation,309999,232683,69116,469848,FAR.AX
otherCashflowsFromInvestingActivities,216625,355202,354364,598650,FAR.AX
changeToAccountReceivables,342896,-92634,-1448407,-162252,FAR.AX
otherCashflowsFromFinancingActivities,-6745541,-1450384,-1450384,-3412458,FAR.AX
changeToNetincome,58036001,1315171,-3881721,3450675,FAR.AX
capitalExpenditures,-71888064,-18815799,-17889620,-35443444,FAR.AX
