Breakdown,Value,ticker
zip,6011,TNP.AX
sector,Energy,TNP.AX
longBusinessSummary,"Triple Energy Limited, an oil gas company, explores for natural resources in the People's Republic of China. The company owns an 80% interest in a coalmine gas project in the Heilongjiang province. It also invests in and holds interests in the oil and gas exploration property. The company was formerly known as Tango Petroleum Limited and changed its name to Triple Energy Limited in March 2012. Triple Energy Limited was incorporated in 2010 and is based in Cottesloe, Australia.",TNP.AX
city,Cottesloe,TNP.AX
phone,61 8 6153 1861,TNP.AX
state,WA,TNP.AX
compensationAsOfEpochDate,1609372800,TNP.AX
country,Australia,TNP.AX
website,https://www.tripleenergy.net,TNP.AX
maxAge,86400,TNP.AX
address1,589 Stirling Highway,TNP.AX
fax,61 8 6314 1557,TNP.AX
industry,Oil & Gas E&P,TNP.AX
address2,Unit 24 PO Box 889,TNP.AX
