Breakdown,Value,ticker
zip,6000,HHI.AX
sector,Healthcare,HHI.AX
longBusinessSummary,"Health House International Limited engages in the distribution of medicinal cannabis products and other medical supplies in the United Kingdom and Australia. The company was formerly known as Health House Holdings Limited and changed its name to Health House International Limited in March 2021. The company was incorporated in 2011 and is based in Perth, Australia.",HHI.AX
city,Perth,HHI.AX
phone,61 8 6558 0886,HHI.AX
state,WA,HHI.AX
compensationAsOfEpochDate,1640908800,HHI.AX
country,Australia,HHI.AX
website,https://healthhouse.com.au,HHI.AX
maxAge,86400,HHI.AX
address1,101 St Georges Terrace,HHI.AX
industry,Medical Distribution,HHI.AX
address2,Level 3,HHI.AX
