Breakdown,Value,ticker
zip,3000,WSP.AX
sector,Technology,WSP.AX
compensationRisk,4,WSP.AX
auditRisk,9,WSP.AX
longBusinessSummary,"Whispir Limited develops and provides communications management systems through cloud-based platform in Australia, New Zealand, Asia, and North America. It enables the integration of smart applications and micro communications services into existing workflow solutions to automate specific areas of business-critical communications across mobile/email/voice/social/web. The company was incorporated in 2001 and is based in Melbourne, Australia.",WSP.AX
city,Melbourne,WSP.AX
phone,61 3 8630 9900,WSP.AX
state,VIC,WSP.AX
shareHolderRightsRisk,1,WSP.AX
compensationAsOfEpochDate,1640908800,WSP.AX
governanceEpochDate,1643673600,WSP.AX
boardRisk,3,WSP.AX
country,Australia,WSP.AX
website,https://www.whispir.com,WSP.AX
maxAge,86400,WSP.AX
overallRisk,3,WSP.AX
address1,360 Collins Street,WSP.AX
industry,Software—Application,WSP.AX
address2,Level 15,WSP.AX
