Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
totalLiab,72757.0,84699.0,4000.0,MHK.AX
totalStockholderEquity,5609924.0,275498.0,241933.0,MHK.AX
totalAssets,5682681.0,360197.0,245933.0,MHK.AX
commonStock,7030655.0,765949.0,308658.0,MHK.AX
otherCurrentAssets,16364.0,,,MHK.AX
retainedEarnings,-2444731.0,-978965.0,-66725.0,MHK.AX
treasuryStock,1024000.0,488514.0,,MHK.AX
cash,1769800.0,97993.0,182727.0,MHK.AX
totalCurrentLiabilities,64680.0,84699.0,4000.0,MHK.AX
otherStockholderEquity,1024000.0,488514.0,,MHK.AX
propertyPlantEquipment,1888735.0,194155.0,,MHK.AX
totalCurrentAssets,3793946.0,166042.0,245933.0,MHK.AX
netTangibleAssets,5609924.0,275498.0,241933.0,MHK.AX
shortTermInvestments,2000000.0,,,MHK.AX
netReceivables,7782.0,826.0,63206.0,MHK.AX
accountsPayable,455.0,84699.0,,MHK.AX
