Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,,,MHK.AX
effectOfAccountingCharges,,,,MHK.AX
incomeBeforeTax,-1465766,-912240,-114386,MHK.AX
minorityInterest,,,,MHK.AX
netIncome,-1465766,-912240,-114386,MHK.AX
sellingGeneralAdministrative,1139067,714971,47225,MHK.AX
grossProfit,0,0,0,MHK.AX
ebit,-1465125,-918806,-114386,MHK.AX
operatingIncome,-1465125,-918806,-114386,MHK.AX
otherOperatingExpenses,11284,9334,14146,MHK.AX
interestExpense,-3064,-3064,-3064,MHK.AX
extraordinaryItems,,,,MHK.AX
nonRecurring,,,,MHK.AX
otherItems,,,,MHK.AX
incomeTaxExpense,0,0,0,MHK.AX
totalRevenue,0,0,0,MHK.AX
totalOperatingExpenses,1465125,918806,114386,MHK.AX
costOfRevenue,0,0,0,MHK.AX
totalOtherIncomeExpenseNet,-641,6566,0,MHK.AX
discontinuedOperations,,,,MHK.AX
netIncomeFromContinuingOps,-1465766,-912240,-114386,MHK.AX
netIncomeApplicableToCommonShares,-1465766,-912240,-114386,MHK.AX
