Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
researchDevelopment,1170000,953000,1184000,532000,AVA.AX
effectOfAccountingCharges,,,,,AVA.AX
incomeBeforeTax,13770000,4947000,-4729000,-4241000,AVA.AX
minorityInterest,,,,444000.0,AVA.AX
netIncome,13749000,4942000,-4720000,-2858000,AVA.AX
sellingGeneralAdministrative,12424000,11910000,13188000,11149000,AVA.AX
grossProfit,31681000,22076000,13655000,11065000,AVA.AX
ebit,15746000,6359000,-3585000,-2727000,AVA.AX
operatingIncome,15746000,6359000,-3585000,-2727000,AVA.AX
otherOperatingExpenses,135000,291000,911000,669000,AVA.AX
interestExpense,-41000,-70000,-14000,-3000,AVA.AX
extraordinaryItems,,,,,AVA.AX
nonRecurring,,,,,AVA.AX
otherItems,,,,,AVA.AX
incomeTaxExpense,21000,5000,0,-1062000,AVA.AX
totalRevenue,65040000,46131000,31602000,19830000,AVA.AX
totalOperatingExpenses,49294000,39772000,35187000,22557000,AVA.AX
costOfRevenue,33359000,24055000,17947000,8765000,AVA.AX
totalOtherIncomeExpenseNet,-1976000,-1412000,-1144000,-1514000,AVA.AX
discontinuedOperations,,,,,AVA.AX
netIncomeFromContinuingOps,13749000,4942000,-4729000,-3179000,AVA.AX
netIncomeApplicableToCommonShares,13749000,4942000,-4720000,-2858000,AVA.AX
