Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,2018-12-31 00:00:00,ticker
capitalSurplus,4800.0,221893.0,,AKO.AX
totalLiab,271628.0,961020.0,900319.0,AKO.AX
totalStockholderEquity,8312404.0,4159167.0,2072250.0,AKO.AX
totalAssets,8584032.0,5255005.0,3062386.0,AKO.AX
commonStock,24467443.0,18832748.0,15971191.0,AKO.AX
otherCurrentAssets,2326.0,2807.0,2842.0,AKO.AX
retainedEarnings,-16190976.0,-14734436.0,-13788453.0,AKO.AX
treasuryStock,31137.0,-161038.0,-110488.0,AKO.AX
cash,4769912.0,2091819.0,83538.0,AKO.AX
totalCurrentLiabilities,271628.0,961020.0,900319.0,AKO.AX
otherStockholderEquity,31137.0,-161038.0,-110488.0,AKO.AX
propertyPlantEquipment,3780269.0,3145960.0,2970267.0,AKO.AX
totalCurrentAssets,4803763.0,2109045.0,92119.0,AKO.AX
netTangibleAssets,8312404.0,4159167.0,2072250.0,AKO.AX
netReceivables,31525.0,14419.0,5739.0,AKO.AX
accountsPayable,256879.0,100436.0,231686.0,AKO.AX
minorityInterest,,134818.0,89817.0,AKO.AX
otherCurrentLiab,,836727.0,407340.0,AKO.AX
shortLongTermDebt,,,240000.0,AKO.AX
