,0,1,ticker
0,Market Cap (intraday),111.96M,MAM.AX
1,Enterprise Value,100.00M,MAM.AX
2,Trailing P/E,8.07,MAM.AX
3,Forward P/E,,MAM.AX
4,PEG Ratio (5 yr expected),,MAM.AX
5,Price/Sales (ttm),4.99,MAM.AX
6,Price/Book (mrq),5.61,MAM.AX
7,Enterprise Value/Revenue,4.41,MAM.AX
8,Enterprise Value/EBITDA,5.10,MAM.AX
