Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,2018-06-30 00:00:00,ticker
changeToLiabilities,906000,5713000,4409587,177629,SLA.AX
totalCashflowsFromInvestingActivities,-9639000,-5161000,-10395430,-12623598,SLA.AX
netBorrowings,-2606000,-2873000,213662,534861,SLA.AX
totalCashFromFinancingActivities,25872000,-2873000,6125122,15191903,SLA.AX
changeToOperatingActivities,2687000,-185000,969798,159100,SLA.AX
issuanceOfStock,44165000,44165000,8090852,14890870,SLA.AX
netIncome,5018000,2201000,-1100430,-753609,SLA.AX
changeInCash,40068000,2551000,-441813,2495841,SLA.AX
repurchaseOfStock,-5400000,-5400000,-5400000,-5400000,SLA.AX
totalCashFromOperatingActivities,23835000,10585000,3828495,-72464,SLA.AX
depreciation,6000000,4194000,1905930,314764,SLA.AX
otherCashflowsFromInvestingActivities,-430000,-167000,-396260,-202233,SLA.AX
dividendsPaid,-1500000,-1500000,-1500000,-1500000,SLA.AX
changeToInventory,-922000,-926000,-571652,-128153,SLA.AX
changeToAccountReceivables,-647000,-1882000,-440212,-214962,SLA.AX
otherCashflowsFromFinancingActivities,-8787000,-8787000,-2179392,-233828,SLA.AX
changeToNetincome,1972000,448000,-612662,-128657,SLA.AX
capitalExpenditures,-10461000,-5030000,-7531193,-2538129,SLA.AX
