Breakdown,Value,ticker
zip,2088,QML.AX
sector,Basic Materials,QML.AX
longBusinessSummary,"QMines Limited engages in the development and exploration of copper and gold projects in Australia. The company's flagship project is the Mount Chalmers copper and gold mine covering an area of approximately 316 square kilometers located to the north east of Rockhampton. It also holds interest in the Silverwood project, which consists of 78 subblocks covering approximately 234 square kilometers; the Warroo project comprising 72 sub-blocks, which covers an area of approximately 216 square kilometers; and the Herries Range project that consists of 110 sub-blocks covering an area of approximately 330 square kilometers located in Queensland. The company was incorporated in 2020 and is headquartered in Mosman, Australia.",QML.AX
city,Mosman,QML.AX
phone,61 2 8915 6241,QML.AX
state,NSW,QML.AX
compensationAsOfEpochDate,1640908800,QML.AX
country,Australia,QML.AX
website,https://www.qmines.com.au,QML.AX
maxAge,86400,QML.AX
address1,34 Suakin Drive,QML.AX
industry,Other Precious Metals & Mining,QML.AX
address2,Suite J,QML.AX
