Breakdown,Value,ticker
zip,3029,MXI.AX
sector,Industrials,MXI.AX
longBusinessSummary,"MaxiPARTS Limited, together with its subsidiaries, supplies truck and trailer parts in Australia. It sells, wholesales, and trades commercial vehicle parts to road transport operators as well as commercial vehicle service and repair providers under the MaxiPARTS brand. The company also supplies heavy road transport trailer solutions, including trailer repairs and services. As of June 30, 2021, it operated 20 wholesale sites and retail stores. The company was formerly known as MaxiTRANS Industries Limited and changed its name to MaxiPARTS Limited in September 2021. MaxiPARTS Limited was founded in 1946 and is based in Truganina, Australia.",MXI.AX
city,Truganina,MXI.AX
state,VIC,MXI.AX
compensationAsOfEpochDate,1640908800,MXI.AX
country,Australia,MXI.AX
website,https://www.maxitrans.com,MXI.AX
maxAge,86400,MXI.AX
address1,22 Efficient Drive,MXI.AX
industry,Farm & Heavy Construction Machinery,MXI.AX
