Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,ticker
totalLiab,47351000.0,34004000.0,IPG.AX
totalStockholderEquity,39191000.0,28833000.0,IPG.AX
otherCurrentLiab,1175000.0,1421000.0,IPG.AX
totalAssets,86542000.0,62837000.0,IPG.AX
commonStock,8920000.0,2260000.0,IPG.AX
retainedEarnings,30186000.0,26573000.0,IPG.AX
otherLiab,409000.0,359000.0,IPG.AX
goodWill,5230000.0,,IPG.AX
treasuryStock,85000.0,,IPG.AX
otherAssets,1867000.0,1556000.0,IPG.AX
cash,12592000.0,11663000.0,IPG.AX
totalCurrentLiabilities,34831000.0,21060000.0,IPG.AX
deferredLongTermAssetCharges,1867000.0,1556000.0,IPG.AX
otherStockholderEquity,85000.0,,IPG.AX
propertyPlantEquipment,15860000.0,16711000.0,IPG.AX
totalCurrentAssets,63585000.0,44570000.0,IPG.AX
netTangibleAssets,33961000.0,28833000.0,IPG.AX
netReceivables,27049000.0,16946000.0,IPG.AX
inventory,23207000.0,15633000.0,IPG.AX
accountsPayable,21652000.0,10575000.0,IPG.AX
