Breakdown,Value,ticker
zip,2000,INV.AX
sector,Financial Services,INV.AX
longBusinessSummary,"InvestSMART Group Limited provides financial services and products under general advice to retail investors in Australia. It primarily offers wealth and funds management, and personal insurance products and services. The company was formerly known as Australasian Wealth Investments Limited and changed its name to InvestSMART Group Limited in May 2016. InvestSMART Group Limited was founded in 1999 and is based in Sydney, Australia.",INV.AX
city,Sydney,INV.AX
phone,61 2 8318 2950,INV.AX
state,NSW,INV.AX
compensationAsOfEpochDate,1640908800,INV.AX
country,Australia,INV.AX
website,https://www.investsmart.com.au,INV.AX
maxAge,86400,INV.AX
address1,66 Clarence Street,INV.AX
industry,Financial Conglomerates,INV.AX
address2,Suite 2 Level 2,INV.AX
