Breakdown,Value,ticker
zip,2208,MCP.AX
sector,Consumer Defensive,MCP.AX
longBusinessSummary,"McPherson's Limited provides health, wellness, and beauty products in Australia, New Zealand, Asia, and internationally. The company offers beauty care, hair care, skin care, and personal care items, including facial wipes, cotton pads, and foot comfort products; and vitamins and supplements, as well as various kitchen essentials, such as baking papers, cling wraps, and aluminum foil. It sells its products primarily under the owned brands, including Dr. LeWinn's, A'kin, Manicare, Lady Jayne, Swisspers, Multix, Fusion Health, Oriental Botanicals, Moosehead, and Maseur. The company was founded in 1860 and is based in Kingsgrove, Australia.",MCP.AX
city,Kingsgrove,MCP.AX
phone,61 2 9370 8000,MCP.AX
state,NSW,MCP.AX
compensationAsOfEpochDate,1640908800,MCP.AX
country,Australia,MCP.AX
website,https://www.mcphersons.com.au,MCP.AX
maxAge,86400,MCP.AX
address1,105 Vanessa Street,MCP.AX
fax,61 2 9370 8093,MCP.AX
industry,Household & Personal Products,MCP.AX
