Breakdown,Value,ticker
zip,6000,RB6.AX
sector,Basic Materials,RB6.AX
longBusinessSummary,"Rubix Resources Limited engages in the acquisition, exploration, and development of mineral resource projects in Australia. The company explores for copper, nickel, zinc, lead, gold, and platinum-group elements (PGEs). It holds interest in the Paperbark project comprising one exploration permit covering an area of 75 square kilometers located near the Gulf of Carpentaria, Queensland; the Etheridge project, which include four granted exploration permits covering an area of 49 square kilometers located in the Georgetown Inlier, North Queensland; the Lake Johnston project comprising one exploration license application covering 31 sub-blocks located in the Archaean Lake Johnston greenstone belt, Western Australia; and the Collurabbie North project that include two exploration license applications covering 113 sub-blocks located in the northeast margin of the Yilgarn Craton, Western Australia. The company was incorporated in 2021 and is headquartered in Perth, Australia.",RB6.AX
city,Perth,RB6.AX
phone,61 8 9481 0389,RB6.AX
state,WA,RB6.AX
compensationAsOfEpochDate,1640908800,RB6.AX
country,Australia,RB6.AX
website,https://www.rubixresources.com.au,RB6.AX
maxAge,86400,RB6.AX
address1,216 St Georges Terrace,RB6.AX
fax,61 8 9463 6103,RB6.AX
industry,Other Precious Metals & Mining,RB6.AX
address2,Level 11,RB6.AX
