,0,1,ticker
0,Market Cap (intraday),,NME.AX
1,Enterprise Value,,NME.AX
2,Trailing P/E,,NME.AX
3,Forward P/E,,NME.AX
4,PEG Ratio (5 yr expected),,NME.AX
5,Price/Sales (ttm),,NME.AX
6,Price/Book (mrq),,NME.AX
7,Enterprise Value/Revenue,,NME.AX
8,Enterprise Value/EBITDA,,NME.AX
