Breakdown,Value,ticker
zip,6021,GSN.AX
sector,Basic Materials,GSN.AX
longBusinessSummary,"Great Southern Mining Limited primarily engages in the exploration and evaluation of gold deposits in Australia. The company also explores for silver, nickel, and other minerals. It holds a 100% interest in the Mon Ami gold project, the Cox's Find project, and the Duketon gold project, Southern Star project, and East Laverton project located in Western Australia. The company also holds a 100% interest in the Edinburgh Park project, Mosman project, and Tablelands project in the North Queensland. Great Southern Mining Limited was incorporated in 2011 and is based in Balcatta, Australia.",GSN.AX
city,Balcatta,GSN.AX
phone,61 8 9240 4111,GSN.AX
state,WA,GSN.AX
compensationAsOfEpochDate,1640908800,GSN.AX
country,Australia,GSN.AX
website,https://www.gsml.com.au,GSN.AX
maxAge,86400,GSN.AX
address1,213 Balcatta Road,GSN.AX
fax,61 8 9240 4054,GSN.AX
industry,Other Precious Metals & Mining,GSN.AX
address2,Suite 4,GSN.AX
