Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
intangibleAssets,2137000.0,70000.0,818.0,PLY.AX
totalLiab,4967000.0,1874000.0,1943979.0,PLY.AX
totalStockholderEquity,12696000.0,805000.0,1025665.0,PLY.AX
otherCurrentLiab,1254000.0,405000.0,503430.0,PLY.AX
totalAssets,17663000.0,2679000.0,2969644.0,PLY.AX
commonStock,17995000.0,,180.0,PLY.AX
retainedEarnings,-5636000.0,243000.0,757563.0,PLY.AX
otherLiab,96000.0,167000.0,161925.0,PLY.AX
treasuryStock,337000.0,562000.0,267922.0,PLY.AX
otherAssets,473000.0,104000.0,73001.0,PLY.AX
cash,11235000.0,520000.0,181645.0,PLY.AX
totalCurrentLiabilities,3637000.0,1065000.0,1037343.0,PLY.AX
deferredLongTermAssetCharges,473000.0,104000.0,73001.0,PLY.AX
otherStockholderEquity,337000.0,562000.0,267922.0,PLY.AX
propertyPlantEquipment,2052000.0,996000.0,1157534.0,PLY.AX
totalCurrentAssets,12984000.0,1509000.0,1738291.0,PLY.AX
longTermInvestments,17000.0,,,PLY.AX
netTangibleAssets,10559000.0,735000.0,1024847.0,PLY.AX
shortTermInvestments,84000.0,32000.0,781625.0,PLY.AX
netReceivables,1536000.0,874000.0,574787.0,PLY.AX
inventory,26000.0,76000.0,195849.0,PLY.AX
accountsPayable,1431000.0,182000.0,125018.0,PLY.AX
