Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,,,PLY.AX
effectOfAccountingCharges,,,,PLY.AX
incomeBeforeTax,-5652000,779000,277579,PLY.AX
minorityInterest,,,,PLY.AX
netIncome,-5879000,196000,-51797,PLY.AX
sellingGeneralAdministrative,16738000,6887000,4442011,PLY.AX
grossProfit,10883000,7008000,4312727,PLY.AX
ebit,-5348000,860000,290760,PLY.AX
operatingIncome,-5348000,860000,290760,PLY.AX
otherOperatingExpenses,-745000,-925000,-609058,PLY.AX
interestExpense,-32000,-31000,-34490,PLY.AX
extraordinaryItems,,,,PLY.AX
nonRecurring,,,,PLY.AX
otherItems,,,,PLY.AX
incomeTaxExpense,227000,583000,329376,PLY.AX
totalRevenue,10883000,7008000,4312727,PLY.AX
totalOperatingExpenses,16231000,6148000,4021967,PLY.AX
costOfRevenue,0,0,0,PLY.AX
totalOtherIncomeExpenseNet,-304000,-81000,-13181,PLY.AX
discontinuedOperations,,,,PLY.AX
netIncomeFromContinuingOps,-5879000,196000,-51797,PLY.AX
netIncomeApplicableToCommonShares,-5879000,196000,-51797,PLY.AX
