Breakdown,Value,ticker
zip,3608,NAG.AX
sector,Basic Materials,NAG.AX
longBusinessSummary,"Nagambie Resources Limited explores for and develop gold and related minerals, and construction materials in Australia. The company has a total area of 3,600 square kilometers of exploration licenses in Waranga Province. It is also involved in the investigation and development of waste handling assets, as well as property owning activities. The company was formerly known as Nagambie Mining Limited and changed its name to Nagambie Resources Limited in November 2015. Nagambie Resources Limited was incorporated in 2004 and is headquartered in Nagambie, Australia.",NAG.AX
city,Nagambie,NAG.AX
phone,61 3 5794 1750,NAG.AX
state,VIC,NAG.AX
compensationAsOfEpochDate,1640908800,NAG.AX
country,Australia,NAG.AX
website,https://www.nagambieresources.com.au,NAG.AX
maxAge,86400,NAG.AX
address1,533 Zanelli Road,NAG.AX
industry,Gold,NAG.AX
address2,PO Box 339,NAG.AX
