Breakdown,Value,ticker
zip,3000,LVH.AX
sector,Technology,LVH.AX
longBusinessSummary,"LiveHire Limited provides online talent acquisition software solutions to enterprises in Australia, New Zealand, and North America. It operates LiveHire, a talent acquisition and engagement platform for recruitment process, such as sourcing, engaging, hiring, analyzing, and integrating, as well as for internal mobility and outplacement. The company was incorporated in 2011 and is headquartered in Melbourne, Australia.",LVH.AX
city,Melbourne,LVH.AX
phone,61 3 9021 0657,LVH.AX
state,VIC,LVH.AX
compensationAsOfEpochDate,1640908800,LVH.AX
country,Australia,LVH.AX
website,https://www.livehire.com,LVH.AX
maxAge,86400,LVH.AX
address1,461 Bourke Street,LVH.AX
industry,Software—Application,LVH.AX
address2,Level 10,LVH.AX
