Breakdown,Value,ticker
zip,2113,HT1.AX
sector,Communication Services,HT1.AX
compensationRisk,1,HT1.AX
auditRisk,3,HT1.AX
longBusinessSummary,"HT&E Limited, together with its subsidiaries, operates as a media and entertainment company in Australia and Hong Kong. The company operates through three segments: Australian Radio Network, HK Outdoor, and Digital Investments. It owns and operates Australian Radio Network under The KIIS Network, The Pure Gold Network, iHeartRadio, and The Edge brands. The company also provides billboard, transit, and other outdoor advertising services. It also operates a network of approximately 440 outdoor advertising panels across Hong Kong tunnels and the tram shelters on Hong Kong Island, as well as provides mobile messaging technology services. The company was formerly known as APN News & Media Limited and changed its name to HT&E Limited in May 2017. HT&E Limited was incorporated in 1988 and is based in Sydney, Australia.",HT1.AX
city,Sydney,HT1.AX
phone,61 2 8899 9900,HT1.AX
state,NSW,HT1.AX
shareHolderRightsRisk,1,HT1.AX
compensationAsOfEpochDate,1609372800,HT1.AX
governanceEpochDate,1632614400,HT1.AX
boardRisk,7,HT1.AX
country,Australia,HT1.AX
website,https://www.htande.com.au,HT1.AX
maxAge,86400,HT1.AX
overallRisk,4,HT1.AX
address1,3 Byfield Street,HT1.AX
industry,Broadcasting,HT1.AX
address2,Macquarie Park,HT1.AX
