Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,2018-12-31 00:00:00,2017-12-31 00:00:00,ticker
totalLiab,1251589,1317603,1809779,2096030,OSX.AX
totalStockholderEquity,8996345,2967280,-821579,-1760643,OSX.AX
otherCurrentLiab,14058,92177,817583,899163,OSX.AX
totalAssets,10247934,4284883,988200,335387,OSX.AX
commonStock,26066131,19190063,1305262,805258,OSX.AX
retainedEarnings,-4328227,-2382341,-4153458,-3306257,OSX.AX
treasuryStock,-12741559,-13840442,2026617,740356,OSX.AX
cash,9027016,3294809,559198,32409,OSX.AX
totalCurrentLiabilities,1251589,1288849,1809779,2096030,OSX.AX
otherStockholderEquity,-12741559,-13840442,2026617,740356,OSX.AX
propertyPlantEquipment,506253,309898,167429,177731,OSX.AX
totalCurrentAssets,9741681,3974985,820771,157656,OSX.AX
netTangibleAssets,8996345,2967280,-821579,-1760643,OSX.AX
shortTermInvestments,16396,15793,9538,10340,OSX.AX
netReceivables,361425,542233,204151,77409,OSX.AX
inventory,151382,23527,29164,22692,OSX.AX
accountsPayable,325668,211449,172969,42728,OSX.AX
