Breakdown,Value,ticker
zip,6005,MAU.AX
sector,Basic Materials,MAU.AX
longBusinessSummary,"Magnetic Resources NL explores mineral tenements in Western Australia. The company holds 100% interests in the Laverton region comprising Hawks Nest, Mt Jumbo, Hawks Nest East, Mt Ajax, Mt Jumbo East, Little Well, Kowtah, and Lady Julie projects covering an area of approximately 261 square kilometers; and the Benjabbering, Trayning, Goddard, and Korrelocking projects covering an area of approximately 322 square kilometers. It also holds interest in various projects and tenements located in LeonoraÂLaverton region, as well as focuses on the Kauring, Ragged Rock, and Mount Joy iron ore and nickel projects. Magnetic Resources NL was incorporated in 2006 and is based in West Perth, Australia.",MAU.AX
city,West Perth,MAU.AX
phone,61 8 9226 1777,MAU.AX
state,WA,MAU.AX
compensationAsOfEpochDate,1640908800,MAU.AX
country,Australia,MAU.AX
website,https://magres.com.au,MAU.AX
maxAge,86400,MAU.AX
address1,44A Kings Park Road,MAU.AX
fax,61 8 9325 3099,MAU.AX
industry,Other Industrial Metals & Mining,MAU.AX
address2,1st Floor,MAU.AX
