Breakdown,Value,ticker
zip,6000,OKR.AX
sector,Basic Materials,OKR.AX
longBusinessSummary,"Okapi Resources Limited engages in the exploration and development of mineral properties in Australia and the United States. It focuses on uranium, gold, and base metal deposits. The company was incorporated in 2017 and is based in West Perth, Australia.",OKR.AX
city,Perth,OKR.AX
phone,61 8 6117 9338,OKR.AX
state,WA,OKR.AX
compensationAsOfEpochDate,1640908800,OKR.AX
country,Australia,OKR.AX
website,https://www.okapiresources.com,OKR.AX
maxAge,86400,OKR.AX
address1,London House,OKR.AX
fax,61 8 6117 9330,OKR.AX
industry,Gold,OKR.AX
address2,Level 3 216 St Georges Terrace,OKR.AX
