Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,ticker
changeToLiabilities,44001.0,269394.0,GRL.AX
totalCashflowsFromInvestingActivities,-2491895.0,-1012987.0,GRL.AX
totalCashFromFinancingActivities,3593146.0,6332805.0,GRL.AX
issuanceOfStock,3814009.0,7480500.0,GRL.AX
netIncome,-1412786.0,-801362.0,GRL.AX
changeInCash,-132568.0,4861593.0,GRL.AX
totalCashFromOperatingActivities,-1233819.0,-458225.0,GRL.AX
depreciation,58163.0,3888.0,GRL.AX
changeToAccountReceivables,-18693.0,-82881.0,GRL.AX
otherCashflowsFromFinancingActivities,-220863.0,-212633.0,GRL.AX
changeToNetincome,95496.0,210255.0,GRL.AX
capitalExpenditures,-2491895.0,-1012987.0,GRL.AX
netBorrowings,,-935062.0,GRL.AX
changeToOperatingActivities,,-57519.0,GRL.AX
