Breakdown,Value,ticker
zip,6008,SGC.AX
sector,Energy,SGC.AX
longBusinessSummary,"Sacgasco Limited, an energy company, engages in the acquisition, exploration, evaluation, and development of natural gas and petroleum projects in the United States. It has interests in eight gas fields located in the Northern Sacramento Basin. The company was formerly known as Australian Oil Company Limited and changed its name to Sacgasco Limited in November 2015. Sacgasco Limited was incorporated in 2005 and is headquartered in Subiaco, Australia.",SGC.AX
city,Subiaco,SGC.AX
phone,61 8 9388 2654,SGC.AX
state,WA,SGC.AX
compensationAsOfEpochDate,1609372800,SGC.AX
country,Australia,SGC.AX
website,https://www.sacgasco.com,SGC.AX
maxAge,86400,SGC.AX
address1,OCTO Building,SGC.AX
fax,61 8 6444 7408,SGC.AX
industry,Oil & Gas E&P,SGC.AX
address2,Level 2 Unit 14 210 Bagot Road,SGC.AX
