Breakdown,Value,ticker
zip,1010,PPH.AX
sector,Technology,PPH.AX
fullTimeEmployees,547,PPH.AX
compensationRisk,7,PPH.AX
auditRisk,5,PPH.AX
longBusinessSummary,"Pushpay Holdings Limited, together with its subsidiaries, provides donor management system to the faith sector, non-profit organizations, and education providers in the United States, Canada, Australia, and New Zealand. Its donor management system comprise donor tools, finance tools, and a custom community app. The company provides engagement, payments, and administration solutions, which enables its customers to enhance participation and build stronger relationships with their communities. It also offers Software as a Service church management system, a platform that provides churches to connect and communicate with their community members; record member service history; and track online giving and perform a range of administrative functions, as well as ChurchStaq, an engagement solution that allows users to connect across various ministry touch points, including giving and donor management, church management, and access to Pushpay's App. Pushpay Holdings Limited was incorporated in 2011 and is based in Auckland, New Zealand.",PPH.AX
city,Auckland,PPH.AX
phone,64 9 377 7720,PPH.AX
shareHolderRightsRisk,1,PPH.AX
compensationAsOfEpochDate,1640908800,PPH.AX
governanceEpochDate,1632614400,PPH.AX
boardRisk,4,PPH.AX
country,New Zealand,PPH.AX
website,https://www.pushpay.com,PPH.AX
maxAge,86400,PPH.AX
overallRisk,4,PPH.AX
address1,Building D,PPH.AX
industry,Software—Infrastructure,PPH.AX
address2,Level 6 167 Victoria Street West,PPH.AX
