Breakdown,Value,ticker
zip,5039,14D.AX
sector,Utilities,14D.AX
longBusinessSummary,"1414 Degrees Limited offers silicon-based thermal energy storage systems for networks and industries in Australia. It provides heat and electricity from renewable energy sources. The company was formerly known as Latent Heat Storage Pty Ltd and changed its name to 1414 Degrees Limited in December 2016. 1414 Degrees Limited was incorporated in 2009 and is based in Melrose Park, Australia.",14D.AX
city,Melrose Park,14D.AX
phone,61 8 8357 8273,14D.AX
state,SA,14D.AX
compensationAsOfEpochDate,1640908800,14D.AX
country,Australia,14D.AX
website,https://1414degrees.com.au,14D.AX
maxAge,86400,14D.AX
address1,136 Daws Road,14D.AX
industry,Utilities—Independent Power Producers,14D.AX
