Breakdown,Value,ticker
zip,2000,LKO.AX
sector,Energy,LKO.AX
longBusinessSummary,"Lakes Blue Energy NL, together with its subsidiaries, engages in the exploration of oil and gas properties. It holds an interest in petroleum and mineral exploration rights in onshore Victoria, Queensland, and South Australia; Papua New Guinea; and the United States. The company was formerly known as Lakes Oil NL and changed its name to Lakes Blue Energy NL in March 2021. Lakes Blue Energy NL was founded in 1946 and is based in Sydney, Australia.",LKO.AX
city,North Sydney,LKO.AX
state,NSW,LKO.AX
compensationAsOfEpochDate,1609372800,LKO.AX
country,Australia,LKO.AX
website,https://lakesblueenergy.com.au,LKO.AX
maxAge,86400,LKO.AX
address1,35 Lime Street,LKO.AX
industry,Oil & Gas E&P,LKO.AX
address2,Level 3,LKO.AX
