Breakdown,2021-03-31 00:00:00,2020-03-31 00:00:00,2019-03-31 00:00:00,2018-03-31 00:00:00,ticker
researchDevelopment,,,,,CSR.AX
effectOfAccountingCharges,,,,,CSR.AX
incomeBeforeTax,211300000,192400000,208700000,302300000,CSR.AX
minorityInterest,33700000,60500000,53100000,46700000,CSR.AX
netIncome,146100000,125300000,78000000,188800000,CSR.AX
sellingGeneralAdministrative,442500000,479400000,497000000,497700000,CSR.AX
grossProfit,605500000,671000000,695400000,747500000,CSR.AX
ebit,163800000,188700000,198000000,249400000,CSR.AX
operatingIncome,163800000,188700000,198000000,249400000,CSR.AX
otherOperatingExpenses,-800000,2900000,400000,400000,CSR.AX
interestExpense,-13600000,-11600000,-4800000,-4000000,CSR.AX
extraordinaryItems,,,,,CSR.AX
nonRecurring,,,,,CSR.AX
otherItems,,,,,CSR.AX
incomeTaxExpense,59500000,53900000,61200000,85500000,CSR.AX
totalRevenue,2122400000,2212500000,2322800000,2237700000,CSR.AX
totalOperatingExpenses,1958600000,2023800000,2124800000,1988300000,CSR.AX
costOfRevenue,1516900000,1541500000,1627400000,1490200000,CSR.AX
totalOtherIncomeExpenseNet,47500000,3700000,10700000,52900000,CSR.AX
discontinuedOperations,,,-60900000.0,-10200000.0,CSR.AX
netIncomeFromContinuingOps,151800000,138500000,147500000,216800000,CSR.AX
netIncomeApplicableToCommonShares,146100000,125300000,78000000,188800000,CSR.AX
