,0,1,ticker
0,Market Cap (intraday),,LKY.AX
1,Enterprise Value,,LKY.AX
2,Trailing P/E,,LKY.AX
3,Forward P/E,,LKY.AX
4,PEG Ratio (5 yr expected),,LKY.AX
5,Price/Sales (ttm),,LKY.AX
6,Price/Book (mrq),,LKY.AX
7,Enterprise Value/Revenue,,LKY.AX
8,Enterprise Value/EBITDA,,LKY.AX
