Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,,,LKY.AX
effectOfAccountingCharges,,,,LKY.AX
incomeBeforeTax,-532274,-1683,-1233,LKY.AX
minorityInterest,,,,LKY.AX
netIncome,-532274,-1683,-1233,LKY.AX
sellingGeneralAdministrative,463596,1683,1233,LKY.AX
grossProfit,0,0,0,LKY.AX
ebit,-530683,-1683,-1233,LKY.AX
operatingIncome,-530683,-1683,-1233,LKY.AX
otherOperatingExpenses,,,,LKY.AX
interestExpense,-1591,-1591,-1591,LKY.AX
extraordinaryItems,,,,LKY.AX
nonRecurring,,,,LKY.AX
otherItems,,,,LKY.AX
incomeTaxExpense,0,0,0,LKY.AX
totalRevenue,0,0,0,LKY.AX
totalOperatingExpenses,530683,1683,1233,LKY.AX
costOfRevenue,0,0,0,LKY.AX
totalOtherIncomeExpenseNet,-1591,0,0,LKY.AX
discontinuedOperations,,,,LKY.AX
netIncomeFromContinuingOps,-532274,-1683,-1233,LKY.AX
netIncomeApplicableToCommonShares,-532274,-1683,-1233,LKY.AX
