,0,1,ticker
0,Market Cap (intraday),46.33M,BIT.AX
1,Enterprise Value,42.12M,BIT.AX
2,Trailing P/E,,BIT.AX
3,Forward P/E,,BIT.AX
4,PEG Ratio (5 yr expected),,BIT.AX
5,Price/Sales (ttm),1.10k,BIT.AX
6,Price/Book (mrq),11.99,BIT.AX
7,Enterprise Value/Revenue,842.47,BIT.AX
8,Enterprise Value/EBITDA,-13.39,BIT.AX
