Breakdown,Value,ticker
zip,2060,WOR.AX
sector,Energy,WOR.AX
fullTimeEmployees,47700,WOR.AX
compensationRisk,1,WOR.AX
auditRisk,2,WOR.AX
longBusinessSummary,"Worley Limited provides professional project and asset services to energy, chemicals, and resources sectors worldwide. The company offers digital, consulting, engineering and design, construction management, construction and fabrication, project management, and operation and maintenance services, as well as maintenance, modification, and operation services. It serves new energy, power, upstream and midstream, refining and chemicals, and infrastructure markets, as well as mining, minerals, and metals markets. The company was formerly known as WorleyParsons Limited and changed its name to Worley Limited in October 2019. Worley Limited was incorporated in 2001 and is headquartered in North Sydney, Australia.",WOR.AX
city,North Sydney,WOR.AX
phone,61 2 8923 6866,WOR.AX
state,NSW,WOR.AX
shareHolderRightsRisk,7,WOR.AX
compensationAsOfEpochDate,1640908800,WOR.AX
governanceEpochDate,1632614400,WOR.AX
boardRisk,2,WOR.AX
country,Australia,WOR.AX
website,https://www.worley.com,WOR.AX
maxAge,86400,WOR.AX
overallRisk,2,WOR.AX
address1,141 Walker Street,WOR.AX
fax,61 2 8923 6877,WOR.AX
industry,Oil & Gas Equipment & Services,WOR.AX
address2,Level 17,WOR.AX
