Breakdown,2021-06-30 00:00:00,ticker
totalLiab,254770,SMS.AX
totalStockholderEquity,-13510,SMS.AX
otherCurrentLiab,235000,SMS.AX
totalAssets,241260,SMS.AX
commonStock,1601,SMS.AX
retainedEarnings,-15111,SMS.AX
cash,240393,SMS.AX
totalCurrentLiabilities,254770,SMS.AX
totalCurrentAssets,241260,SMS.AX
netTangibleAssets,-13510,SMS.AX
netReceivables,867,SMS.AX
accountsPayable,7851,SMS.AX
