Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,,,CBE.AX
effectOfAccountingCharges,,,,CBE.AX
incomeBeforeTax,-2759002,-1988417,-138655,CBE.AX
minorityInterest,,,85415.0,CBE.AX
netIncome,-2747597,-1972245,-138655,CBE.AX
sellingGeneralAdministrative,1294071,1055825,138655,CBE.AX
grossProfit,25464,-37952,0,CBE.AX
ebit,-2688927,-1725773,-138655,CBE.AX
operatingIncome,-2688927,-1725773,-138655,CBE.AX
otherOperatingExpenses,25031,25031,25031,CBE.AX
interestExpense,,,,CBE.AX
extraordinaryItems,,,,CBE.AX
nonRecurring,,,,CBE.AX
otherItems,,,,CBE.AX
incomeTaxExpense,-11405,0,0,CBE.AX
totalRevenue,25702,0,0,CBE.AX
totalOperatingExpenses,2714629,1725773,138655,CBE.AX
costOfRevenue,238,37952,0,CBE.AX
totalOtherIncomeExpenseNet,-70075,-262644,0,CBE.AX
discontinuedOperations,,,,CBE.AX
netIncomeFromContinuingOps,-2747597,-1988417,-138655,CBE.AX
netIncomeApplicableToCommonShares,-2747597,-1972245,-138655,CBE.AX
