Breakdown,2020-12-31 00:00:00,2019-12-31 00:00:00,2018-12-31 00:00:00,ticker
researchDevelopment,239000,257000,394000,NGS.AX
effectOfAccountingCharges,,,,NGS.AX
incomeBeforeTax,-4360000,-2027000,70000,NGS.AX
minorityInterest,,,,NGS.AX
netIncome,-4361000,-2031000,-44000,NGS.AX
sellingGeneralAdministrative,2930000,2401000,1605000,NGS.AX
grossProfit,920000,546000,239000,NGS.AX
ebit,-2249000,-2112000,157000,NGS.AX
operatingIncome,-2249000,-2112000,157000,NGS.AX
otherOperatingExpenses,,,-1917000.0,NGS.AX
interestExpense,,-46000.0,-126000.0,NGS.AX
extraordinaryItems,,,,NGS.AX
nonRecurring,,,,NGS.AX
otherItems,,,,NGS.AX
incomeTaxExpense,1000,4000,114000,NGS.AX
totalRevenue,1870000,1184000,524000,NGS.AX
totalOperatingExpenses,4119000,3296000,367000,NGS.AX
costOfRevenue,950000,638000,285000,NGS.AX
totalOtherIncomeExpenseNet,-2111000,85000,-87000,NGS.AX
discontinuedOperations,,,,NGS.AX
netIncomeFromContinuingOps,-4361000,-2031000,-44000,NGS.AX
netIncomeApplicableToCommonShares,-4361000,-2031000,-44000,NGS.AX
