Breakdown,Value,ticker
zip,6007,GGE.AX
sector,Energy,GGE.AX
longBusinessSummary,"Grand Gulf Energy Limited explores for, evaluates, and produces oil and gas leases in the United States. It holds interests in the Desiree field and the Dugas and Leblanc #3 well situated in Assumption Parish, Louisiana, as well as in the DJ Basin located in Weld County; and the Red Helium project situated in Utah. The company was formerly known as Alto Energy International Limited and changed its name to Grand Gulf Energy Limited in June 2007. Grand Gulf Energy Limited was incorporated in 1996 and is based in West Leederville, Australia.",GGE.AX
city,West Leederville,GGE.AX
phone,61 8 6102 4826,GGE.AX
state,WA,GGE.AX
compensationAsOfEpochDate,1640908800,GGE.AX
country,Australia,GGE.AX
website,https://grandgulfenergy.com,GGE.AX
maxAge,86400,GGE.AX
address1,246-250 Railway Parade,GGE.AX
fax,61 8 6500 3275,GGE.AX
industry,Oil & Gas E&P,GGE.AX
address2,Suite 4,GGE.AX
