,0,1,ticker
0,Market Cap (intraday),,HAR.AX
1,Enterprise Value,,HAR.AX
2,Trailing P/E,,HAR.AX
3,Forward P/E,,HAR.AX
4,PEG Ratio (5 yr expected),,HAR.AX
5,Price/Sales (ttm),,HAR.AX
6,Price/Book (mrq),,HAR.AX
7,Enterprise Value/Revenue,,HAR.AX
8,Enterprise Value/EBITDA,,HAR.AX
