Breakdown,Value,ticker
zip,4000,CTP.AX
sector,Energy,CTP.AX
fullTimeEmployees,85,CTP.AX
longBusinessSummary,"Central Petroleum Limited engages in the development, production, processing, and marketing of hydrocarbons in Australia. It holds interests in various oil and gas properties comprising 181,875 square kilometers of exploration area located in the Amadeus, Southern Georgina, Wiso, and Surat Basins. The company was incorporated in 1998 and is headquartered in Brisbane, Australia.",CTP.AX
city,Brisbane,CTP.AX
phone,61 7 3181 3800,CTP.AX
state,QLD,CTP.AX
compensationAsOfEpochDate,1640908800,CTP.AX
country,Australia,CTP.AX
website,https://www.centralpetroleum.com.au,CTP.AX
maxAge,86400,CTP.AX
address1,369 Ann Street,CTP.AX
fax,61 7 3181 3855,CTP.AX
industry,Oil & Gas E&P,CTP.AX
address2,Level 7,CTP.AX
