Breakdown,Value,ticker
zip,3004,NCM.AX
sector,Basic Materials,NCM.AX
compensationRisk,3,NCM.AX
auditRisk,6,NCM.AX
longBusinessSummary,"Newcrest Mining Limited, together with its subsidiaries, engages in the exploration, mine development, mine operation, and sale of gold and gold/copper concentrates. It is also involved in the exploration and production of silver deposits. The company primarily owns and operates mines and projects located in Cadia, Telfer, and Havieron, Australia; Lihir and Wafi-Golpu, Papua New Guinea; Red Chris in British Columbia, Canada; and Fruta Del Norte, Ecuador. Newcrest Mining Limited was founded in 1966 and is headquartered in Melbourne, Australia.",NCM.AX
city,Melbourne,NCM.AX
phone,61 3 9522 5333,NCM.AX
state,VIC,NCM.AX
shareHolderRightsRisk,1,NCM.AX
compensationAsOfEpochDate,1640908800,NCM.AX
governanceEpochDate,1643673600,NCM.AX
boardRisk,1,NCM.AX
country,Australia,NCM.AX
website,https://www.newcrest.com,NCM.AX
maxAge,86400,NCM.AX
overallRisk,1,NCM.AX
address1,600 St. Kilda Road,NCM.AX
fax,61 3 9522 5473,NCM.AX
industry,Gold,NCM.AX
address2,Level 8,NCM.AX
